,position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
4609,9610,Ty the Tasmanian Tiger,XB,Electronic Arts  ,Krome Studios  ,N/A  ,7.0  ,N/A  ,,0.18m,0.14m,0.04m,,0.01m,10th Sep 02  ,
4613,9614,Dead or Alive,SAT,Tecmo  ,Team Ninja  ,N/A  ,7.9  ,N/A  ,,0.18m,,,0.18m,0.00m,09th Oct 97  ,
4619,9620,Disgaea DS,DS,NIS America  ,Nippon Ichi Software  ,N/A  ,8.0  ,N/A  ,,0.18m,0.11m,0.01m,0.05m,0.01m,23rd Sep 08  ,
4620,9621,NARC,XB,Midway Games  ,Point of View  ,N/A  ,5.5  ,N/A  ,,0.18m,0.14m,0.04m,,0.01m,22nd Mar 05  ,
4627,9628,Ar tonelico 2: Melody of Metafalica,PS2,NIS America  ,Gust  ,7.3  ,7.2  ,N/A  ,,0.18m,0.04m,0.03m,0.11m,0.01m,20th Jan 09  ,
4629,9630,Jurassic Park III: Island Attack,GBA,Konami  ,Konami  ,N/A  ,4.9  ,N/A  ,,0.18m,0.13m,0.05m,,0.00m,26th Nov 01  ,
4632,9633,Star Trek: Legacy,X360,Bethesda Softworks  ,Mad Doc Software  ,N/A  ,6.4  ,N/A  ,,0.18m,0.14m,0.02m,,0.01m,14th Dec 06  ,
4645,9646,Mushroom Men: The Spore Wars,Wii,SouthPeak Interactive  ,Red Fly Studio  ,N/A  ,7.3  ,N/A  ,,0.18m,0.16m,0.01m,,0.01m,02nd Dec 08  ,
4652,9653,Atari Anniversary Advance,GBA,Atari  ,Digital Eclipse  ,N/A  ,7.7  ,N/A  ,,0.18m,0.13m,0.05m,,0.00m,25th Mar 02  ,
4655,9656,Alone In The Dark,Wii,Atari  ,Hydravision Entertainment  ,4.0  ,3.1  ,N/A  ,,0.18m,0.09m,0.08m,,0.02m,23rd Jun 08  ,
4659,9660,Peggle Nights,PC,PopCap Games  ,PopCap Games  ,N/A  ,7.8  ,N/A  ,0.18m,,,,,,16th Sep 08  ,
4664,9665,Bloody Roar: Primal Fury,GC,Activision  ,Eighting / Raizing  ,N/A  ,7.9  ,N/A  ,,0.18m,0.14m,0.04m,,0.00m,18th Mar 02  ,
4666,9667,You Don't Know Jack,PS3,THQ  ,"Jellyvision, Inc.  ",N/A  ,8.2  ,N/A  ,,0.18m,0.16m,,,0.02m,08th Feb 11  ,
4668,9669,Call of Juarez,X360,Ubisoft  ,Techland  ,N/A  ,6.9  ,N/A  ,,0.18m,0.14m,0.02m,0.00m,0.01m,07th Jun 07  ,
4669,9670,Backbreaker,X360,505 Games  ,NaturalMotion Games  ,N/A  ,5.2  ,N/A  ,,0.18m,0.17m,,,0.01m,01st Jun 10  ,
4671,9672,The Elder Scrolls IV: Shivering Isles,X360,Bethesda Softworks  ,Bethesda Softworks  ,N/A  ,8.9  ,N/A  ,,0.18m,0.17m,,,0.01m,16th Oct 07  ,
4672,9673,Resident Evil: Revelations,PS4,Capcom  ,Capcom  ,N/A  ,7.2  ,N/A  ,,0.18m,0.06m,0.06m,0.04m,0.02m,29th Aug 17  ,16th Mar 18
4673,9674,FIFA 07 Soccer,GC,EA Sports  ,EA Canada  ,N/A  ,8.3  ,7.6  ,,0.18m,0.14m,0.04m,,0.00m,03rd Oct 06  ,
4676,9677,Call of Duty: World at War,PC,Activision  ,Treyarch  ,N/A  ,8.6  ,N/A  ,,0.18m,0.02m,0.14m,,0.02m,10th Nov 08  ,
4679,9680,Might & Magic: Clash of Heroes,DS,Ubisoft  ,Capybara Games  ,N/A  ,8.6  ,N/A  ,,0.18m,0.15m,0.02m,,0.01m,01st Dec 09  ,
4691,9692,de Blob 2,Wii,THQ  ,Blue Tongue  ,N/A  ,8.1  ,N/A  ,,0.18m,0.11m,0.06m,,0.02m,22nd Feb 11  ,
4702,9703,The Chronicles of Narnia: Prince Caspian,X360,Disney Interactive Studios  ,Traveller's Tales  ,N/A  ,6.3  ,N/A  ,,0.18m,0.16m,0.01m,,0.01m,15th May 08  ,
4713,9714,Metal Gear Ac!d 2,PSP,Konami  ,Kojima Productions  ,N/A  ,8.3  ,N/A  ,,0.18m,0.11m,0.01m,0.05m,0.01m,21st Mar 06  ,
4715,9716,Pure Futbol,X360,Ubisoft  ,Ubisoft Vancouver  ,N/A  ,3.8  ,N/A  ,,0.18m,0.08m,0.08m,,0.02m,01st Jun 10  ,
4719,9720,Shadow The Hedgehog,XB,Sega  ,Sonic Team  ,N/A  ,5.0  ,N/A  ,,0.18m,0.13m,0.04m,,0.01m,15th Nov 05  ,
4725,9726,SoulCalibur Legends,Wii,Namco Bandai  ,Project Soul  ,N/A  ,4.8  ,N/A  ,,0.18m,0.16m,0.01m,,0.01m,20th Nov 07  ,
4727,9728,Batman: Vengeance,GBA,Ubisoft  ,Ubisoft  ,N/A  ,6.2  ,N/A  ,,0.18m,0.13m,0.05m,,0.00m,30th Oct 01  ,
4729,9730,Trinity Universe,PS3,NIS America  ,Nippon Ichi Software / Gust  ,N/A  ,6.2  ,N/A  ,,0.18m,0.07m,0.06m,0.03m,0.02m,29th Jun 10  ,
4732,9733,Spider-Man: Friend or Foe,PSP,Activision  ,Artificial Mind and Movement  ,N/A  ,5.0  ,N/A  ,,0.18m,0.16m,0.00m,,0.01m,02nd Oct 07  ,
4738,9739,Gun,GC,Activision  ,Neversoft Entertainment  ,N/A  ,7.9  ,N/A  ,,0.18m,0.14m,0.04m,,0.00m,08th Nov 05  ,
4742,9743,How to Train Your Dragon,PS3,Activision  ,Etranges Libellules  ,N/A  ,4.6  ,N/A  ,,0.18m,0.12m,0.03m,,0.02m,23rd Mar 10  ,
4762,9763,Brink,PC,Bethesda Softworks  ,Splash Damage  ,N/A  ,7.0  ,N/A  ,,0.18m,0.06m,0.09m,,0.03m,10th May 11  ,
4763,9764,Burnout Legends,DS,Electronic Arts  ,Visual Impact  ,N/A  ,3.8  ,N/A  ,,0.18m,0.15m,0.02m,,0.01m,29th Nov 05  ,
4767,9768,Otomedius Excellent,X360,Konami  ,Konami  ,N/A  ,7.0  ,N/A  ,,0.18m,0.13m,,0.04m,0.01m,01st Nov 11  ,
4778,9779,Brunswick Circuit Pro Bowling,PS,THQ  ,Adrenalin Entertainment  ,N/A  ,8.2  ,N/A  ,,0.18m,0.10m,0.07m,,0.01m,30th Sep 98  ,
4780,9781,Naruto Shippuden: Dragon Blade Chronicles,Wii,Atlus  ,8ing/Raizing  ,N/A  ,4.3  ,N/A  ,,0.18m,0.11m,0.02m,0.05m,0.01m,16th Nov 10  ,
4784,9785,MindJack,PS3,Square Enix  ,FeelPlus  ,N/A  ,4.6  ,N/A  ,,0.18m,0.07m,0.08m,,0.03m,18th Jan 11  ,
4790,9791,Charlie and the Chocolate Factory,GC,Global Star Software  ,High Voltage Software  ,N/A  ,3.9  ,N/A  ,,0.18m,0.14m,0.04m,,0.00m,11th Jul 05  ,
4792,9793,College Hoops 2K7,PS3,2K Sports  ,Visual Concepts  ,N/A  ,8.2  ,N/A  ,,0.18m,0.16m,,,0.01m,13th Mar 07  ,
4794,9795,Full Auto 2: Battlelines,PS3,Sega  ,Pseudo Interactive  ,N/A  ,6.7  ,N/A  ,,0.18m,0.14m,0.02m,,0.02m,07th Dec 06  ,
4796,9797,All Grown Up! Express Yourself,GBA,THQ  ,Altron  ,N/A  ,3.7  ,N/A  ,,0.18m,0.13m,0.05m,,0.00m,19th Oct 04  ,
4808,9809,FIFA Soccer 11,PC,EA Sports  ,HB Studios  ,N/A  ,8.4  ,N/A  ,,0.18m,,0.15m,,0.03m,28th Sep 10  ,
4813,9814,Gish,PC,GarageGames  ,Chronic Logic  ,N/A  ,8.2  ,N/A  ,0.18m,,,,,,17th Sep 04  ,
4821,9822,Dynasty Warriors: Gundam 3,X360,Tecmo Koei  ,Omega Force  ,N/A  ,6.5  ,N/A  ,,0.18m,0.11m,0.03m,0.02m,0.01m,28th Jun 11  ,
4825,9826,ESPN X Games Skateboarding,GBA,Konami  ,Konami Computer Entertainment Hawaii  ,N/A  ,5.7  ,N/A  ,,0.18m,0.13m,0.05m,,0.00m,12th Sep 01  ,
4829,9830,Velvet Assassin,X360,SouthPeak Interactive  ,Replay Studios  ,3.2  ,5.3  ,N/A  ,,0.18m,0.14m,0.02m,0.01m,0.01m,30th Apr 09  ,
4834,9835,Backyard Basketball,GBA,Atari  ,Mistic Software  ,N/A  ,6.0  ,N/A  ,,0.18m,0.13m,0.05m,,0.00m,22nd Sep 04  ,
4851,9852,Borderlands,PC,2K Games  ,Gearbox Software  ,N/A  ,8.3  ,N/A  ,,0.17m,0.01m,0.14m,,0.03m,20th Oct 09  ,
4857,9858,Medieval II: Total War Kingdoms,PC,Sega  ,The Creative Assembly  ,N/A  ,8.2  ,N/A  ,0.17m,,,,,,28th Aug 07  ,
4869,9870,Open Season,GC,Ubisoft  ,Ubisoft Montreal  ,N/A  ,6.4  ,N/A  ,,0.17m,0.13m,0.03m,,0.00m,19th Sep 06  ,
4884,9885,Major League Baseball 2K6,GC,2K Sports  ,Kush Games  ,N/A  ,6.2  ,N/A  ,,0.17m,0.13m,0.03m,,0.00m,12th Jun 06  ,
4889,9890,The Grim Adventures of Billy & Mandy,GC,Midway Games  ,High Voltage Software  ,N/A  ,7.2  ,N/A  ,,0.17m,0.13m,0.03m,,0.00m,25th Sep 06  ,
4900,9901,Trauma Team,Wii,Atlus  ,Atlus Co.  ,N/A  ,8.1  ,N/A  ,,0.17m,0.14m,,0.02m,0.01m,18th May 10  ,
4903,9904,The Hobbit,GC,Sierra Entertainment  ,Midway Studios - Austin  ,N/A  ,5.0  ,N/A  ,,0.17m,0.13m,0.03m,,0.00m,11th Nov 03  ,
4908,9909,True Crime: New York City,GC,Activision  ,EXAKT Entertainment  ,N/A  ,6.4  ,N/A  ,,0.17m,0.13m,0.03m,,0.00m,15th Nov 05  ,
4910,9911,X-Men: The Official Game,X360,Activision  ,"Z-Axis, Ltd.  ",N/A  ,4.9  ,N/A  ,,0.17m,0.16m,0.00m,,0.01m,16th May 06  ,
4913,9914,Iron Chef America: Supreme Cuisine,Wii,Destineer  ,Black Lantern Studios  ,N/A  ,2.0  ,N/A  ,,0.17m,0.16m,,,0.01m,25th Nov 08  ,
4917,9918,ESPN Final Round Golf 2002,GBA,Konami  ,Konami Computer Entertainment Nagoya  ,N/A  ,6.0  ,N/A  ,,0.17m,0.12m,0.05m,,0.00m,28th Aug 01  ,
4920,9921,Katamari Damacy Reroll,NS,Bandai Namco Entertainment  ,Bandai Namco Games  ,N/A  ,8.8  ,N/A  ,,0.17m,0.14m,,0.02m,0.02m,07th Dec 18  ,13th Sep 18
4930,9931,Let's TAP,Wii,Sega  ,PROPE  ,N/A  ,7.0  ,N/A  ,,0.17m,0.08m,0.06m,0.01m,0.02m,16th Jun 09  ,
4935,9936,Goblin Commander: Unleash the Horde,PS2,Jaleco  ,Jaleco Entertainment  ,N/A  ,7.4  ,N/A  ,,0.17m,0.08m,0.07m,,0.02m,11th Nov 03  ,
4939,9940,Pursuit Force: Extreme Justice,PSP,Sony Computer Entertainment  ,Bigbig Studios  ,N/A  ,7.4  ,N/A  ,,0.17m,0.07m,0.07m,,0.03m,29th Jan 08  ,
4949,9950,Transformers: Dark of the Moon,Wii,Activision  ,Behaviour Interactive Inc.  ,N/A  ,3.0  ,N/A  ,,0.17m,0.09m,0.06m,,0.02m,14th Jun 11  ,
4955,9956,.hack//G.U. Vol.3//Redemption,PS2,Namco Bandai  ,CyberConnect2  ,N/A  ,5.7  ,N/A  ,,0.17m,,,0.17m,,10th Sep 07  ,
4963,9964,Captain America: Super Soldier,X360,Sega  ,Next Level Games  ,N/A  ,5.9  ,N/A  ,,0.17m,0.11m,0.05m,,0.01m,19th Jul 11  ,
4964,9965,MotoGP 10/11,PS3,Capcom  ,Monumental Games  ,N/A  ,6.0  ,N/A  ,,0.17m,0.04m,0.10m,,0.03m,15th Mar 11  ,
4967,9968,Mercury Meltdown Revolution,Wii,Ignition Entertainment  ,Unknown  ,N/A  ,8.0  ,N/A  ,,0.17m,0.16m,0.00m,,0.01m,14th Aug 07  ,
4970,9971,Top Spin 2,X360,2K Sports  ,Indie Built  ,N/A  ,7.7  ,N/A  ,,0.17m,0.15m,0.00m,,0.01m,29th Mar 06  ,
4979,9980,NBA 09: The Inside,PSP,Sony Computer Entertainment  ,SCE San Diego Studio  ,N/A  ,8.2  ,N/A  ,,0.17m,0.16m,,,0.01m,07th Oct 08  ,04th Dec 18
4980,9981,Batman Begins,GBA,Electronic Arts  ,Vicarious Visions  ,N/A  ,6.3  ,N/A  ,,0.17m,0.12m,0.05m,,0.00m,14th Jun 05  ,
4986,9987,Bee Movie Game,X360,Activision  ,Beenox  ,N/A  ,6.8  ,N/A  ,,0.17m,0.16m,0.00m,,0.01m,30th Oct 07  ,
4993,9994,Ashes Cricket 2009,PS3,Codemasters  ,Transmission Games  ,N/A  ,6.8  ,N/A  ,,0.17m,,0.16m,,0.01m,07th Aug 09  ,
4996,9997,NHL 07,PSP,EA Sports  ,EA Montreal  ,N/A  ,7.6  ,N/A  ,,0.17m,0.13m,0.02m,,0.02m,12th Sep 06  ,
4998,9999,Rise of the Argonauts,X360,Codemasters  ,Codemasters  ,N/A  ,5.2  ,N/A  ,,0.17m,0.03m,0.12m,,0.01m,16th Dec 08  ,
5,10006,Disney's Home on the Range,GBA,Disney Interactive Studios  ,Artificial Mind and Movement  ,N/A  ,5.0  ,N/A  ,,0.17m,0.12m,0.04m,,0.00m,31st Mar 04  ,
6,10007,MotoGP 09/10,X360,Capcom  ,Monumental Games  ,7.2  ,7.0  ,N/A  ,,0.17m,0.07m,0.09m,,0.02m,23rd Mar 10  ,
9,10010,Monsters vs. Aliens,X360,Activision  ,Beenox  ,N/A  ,6.5  ,N/A  ,,0.17m,0.12m,0.03m,,0.02m,24th Mar 09  ,
18,10019,.hack//G.U. Vol.1//Rebirth,PS2,Namco Bandai  ,CyberConnect2  ,N/A  ,6.6  ,N/A  ,,0.17m,,,0.17m,,24th Oct 06  ,
24,10025,Fairytale Fights,PS3,Playlogic Game Factory  ,Playlogic Game Factory  ,N/A  ,4.8  ,N/A  ,,0.17m,0.11m,0.04m,,0.02m,27th Oct 09  ,
26,10027,The Cursed Crusade,PS3,Atlus  ,Kylotonn Entertainment  ,N/A  ,4.0  ,N/A  ,,0.17m,0.07m,0.07m,0.01m,0.02m,25th Oct 11  ,
35,10036,Catwoman,PS2,Electronic Arts  ,Argonaut Games  ,N/A  ,4.6  ,N/A  ,,0.17m,0.08m,0.06m,,0.02m,20th Jul 04  ,
38,10039,Fairytale Fights,X360,Playlogic Game Factory  ,Playlogic Game Factory  ,N/A  ,4.9  ,N/A  ,,0.17m,0.14m,0.02m,,0.01m,27th Oct 09  ,
44,10045,Green Lantern: Rise of the Manhunters,PS3,Warner Bros. Interactive  ,Griptonite Games  ,N/A  ,6.5  ,N/A  ,,0.17m,0.09m,0.05m,,0.02m,07th Jun 11  ,
57,10058,James Bond 007: Everything or Nothing,GBA,Electronic Arts  ,Griptonite Games  ,N/A  ,7.1  ,N/A  ,,0.17m,0.12m,0.04m,,0.00m,17th Nov 03  ,
60,10061,Shrek Extra Large,GC,TDK Mediactive  ,Digital Illusions  ,N/A  ,3.0  ,N/A  ,,0.17m,0.13m,0.03m,,0.00m,31st Oct 02  ,
65,10066,Gunvalkyrie,XB,Sega  ,Smilebit  ,N/A  ,6.1  ,N/A  ,,0.17m,0.13m,0.04m,,0.01m,18th Mar 02  ,
77,10078,G-Force,X360,Disney Interactive Studios  ,Eurocom Entertainment Software  ,N/A  ,7.4  ,N/A  ,,0.17m,0.11m,0.05m,,0.02m,21st Jul 09  ,
79,10080,Clock Tower II: The Struggle Within,PS,Agetec  ,Human Entertainment  ,N/A  ,4.4  ,N/A  ,,0.17m,0.02m,0.01m,0.12m,0.01m,31st Oct 99  ,
89,10090,Pursuit Force,PSP,Sony Computer Entertainment  ,Bigbig Studios  ,N/A  ,7.4  ,N/A  ,,0.17m,0.14m,0.01m,,0.02m,07th Mar 06  ,
96,10097,Bomberman Land,Wii,Hudson Soft  ,Hudson Soft  ,N/A  ,6.0  ,N/A  ,,0.17m,0.11m,0.02m,0.03m,0.01m,29th Jan 08  ,
99,10100,Axiom Verge,NS,Thomas Happ Games  ,Thomas Happ Games  ,N/A  ,7.5  ,N/A  ,,0.17m,0.12m,0.03m,,0.02m,21st Nov 17  ,12th Jan 18
104,10105,Dementium: The Ward,DS,Gamecock  ,Renegade Kid  ,N/A  ,7.5  ,N/A  ,,0.17m,0.15m,0.01m,,0.01m,26th Oct 07  ,
105,10106,Backyard Wrestling: Don't Try This at Home,XB,Eidos Interactive  ,Paradox Development  ,N/A  ,6.0  ,N/A  ,,0.17m,0.13m,0.04m,,0.01m,09th Oct 03  ,
108,10109,Lost Kingdoms,GC,Activision  ,From Software  ,N/A  ,7.3  ,N/A  ,,0.17m,0.10m,0.02m,0.04m,0.00m,27th May 02  ,
126,10127,Street Fighter Alpha 2,SNES,Capcom  ,Capcom  ,N/A  ,8.0  ,N/A  ,,0.17m,,,0.17m,,19th Dec 96  ,
129,10130,Driver: San Francisco,Wii,Ubisoft  ,Ubisoft Reflections  ,N/A  ,7.0  ,N/A  ,,0.17m,0.06m,0.09m,,0.02m,06th Sep 11  ,
136,10137,Zoo Keeper,DS,Ignition Entertainment  ,"Buddiez, Inc.  ",N/A  ,7.2  ,N/A  ,,0.17m,0.10m,0.01m,0.05m,0.01m,18th Jan 05  ,
137,10138,Midway Arcade Treasures,GC,Midway Games  ,Digital Eclipse  ,N/A  ,6.8  ,N/A  ,,0.17m,0.13m,0.03m,,0.00m,18th Dec 03  ,
140,10141,Classic NES Series: Donkey Kong,GBA,Nintendo  ,Nintendo  ,N/A  ,6.5  ,N/A  ,,0.17m,,,0.17m,,02nd Jun 04  ,
142,10143,Resident Evil,SAT,Capcom  ,Nextech  ,N/A  ,7.3  ,N/A  ,,0.17m,,,0.17m,,31st Aug 97  ,
143,10144,F1 2011,3DS,Codemasters  ,Codemasters  ,N/A  ,5.5  ,N/A  ,,0.17m,0.07m,0.09m,,0.01m,06th Dec 11  ,
144,10145,Aliens: Infestation,DS,Sega  ,Way Forward  ,7.0  ,8.5  ,N/A  ,,0.17m,0.09m,0.05m,,0.02m,11th Oct 11  ,
150,10151,Cubivore: Survival of the Fittest,GC,Atlus  ,Saru Brunei / Intelligent Systems  ,N/A  ,7.1  ,N/A  ,,0.17m,0.01m,0.00m,0.15m,0.00m,05th Nov 02  ,
153,10154,Blood Bowl,X360,SouthPeak Interactive  ,Cyanide Studio  ,N/A  ,6.4  ,N/A  ,,0.17m,0.13m,0.02m,,0.01m,26th Jan 10  ,
163,10164,Taz Wanted,PS2,Atari  ,Blitz Games  ,N/A  ,5.5  ,N/A  ,,0.16m,0.08m,0.06m,,0.02m,17th Sep 02  ,
171,10172,Castlevania Judgment,Wii,Konami  ,Konami / Eighting  ,N/A  ,4.6  ,7.5  ,,0.16m,0.12m,0.02m,0.01m,0.01m,18th Nov 08  ,
175,10176,Hot Wheels Velocity X,GBA,THQ  ,Saffire Corporation  ,N/A  ,5.2  ,N/A  ,,0.16m,0.12m,0.04m,,0.00m,31st Oct 02  ,
177,10178,Alien Resurrection,PS,Fox Interactive  ,Argonaut Games  ,N/A  ,5.2  ,N/A  ,,0.16m,0.09m,0.06m,,0.01m,10th Oct 00  ,
183,10184,Create,PS3,Electronic Arts  ,EA Bright Light  ,N/A  ,6.4  ,N/A  ,,0.16m,0.11m,0.03m,,0.02m,16th Nov 10  ,
187,10188,Clash of the Titans: The Videogame,X360,Namco Bandai  ,Game Republic  ,N/A  ,3.8  ,N/A  ,,0.16m,0.08m,0.06m,0.00m,0.02m,27th Jul 10  ,
198,10199,Robotech: Battlecry,GC,TDK Mediactive  ,Vicious Cycle  ,N/A  ,7.2  ,N/A  ,,0.16m,0.13m,0.03m,,0.00m,11th Oct 02  ,
201,10202,Zapper: One Wicked Cricket!,PS2,Infogrames  ,Blitz Games  ,N/A  ,5.7  ,N/A  ,,0.16m,0.08m,0.06m,,0.02m,03rd Nov 02  ,
209,10210,Curious George,GBA,Namco  ,Torus Games  ,N/A  ,6.6  ,N/A  ,,0.16m,0.12m,0.04m,,0.00m,01st Feb 06  ,
212,10213,Guilty Gear Judgment,PSP,Majesco  ,Arc System Works  ,N/A  ,7.5  ,N/A  ,,0.16m,0.13m,0.00m,0.02m,0.01m,05th Sep 06  ,
214,10215,NCAA Football 09 All-Play,Wii,EA Sports  ,Team Fusion  ,3.0  ,5.3  ,N/A  ,,0.16m,0.15m,,,0.01m,15th Jul 08  ,
216,10217,Fracture,PS3,LucasArts  ,Day 1 Studios  ,N/A  ,4.0  ,N/A  ,,0.16m,0.11m,0.04m,,0.02m,07th Oct 08  ,
221,10222,King's Field,PS,ASCII Entertainment  ,From Software  ,N/A  ,7.1  ,N/A  ,,0.16m,0.09m,0.06m,,0.01m,31st Dec 95  ,
227,10228,Midway Arcade Treasures 2,GC,Midway Games  ,Backbone Entertainment  ,N/A  ,7.2  ,N/A  ,,0.16m,0.13m,0.03m,,0.00m,11th Oct 04  ,
229,10230,El Shaddai: Ascension of the Metatron,X360,Ignition Entertainment  ,Ignition Entertainment  ,N/A  ,8.0  ,N/A  ,,0.16m,0.07m,0.05m,0.03m,0.01m,16th Aug 11  ,
233,10234,Apache: Air Assault,X360,Activision  ,Gaijin Entertainment  ,N/A  ,6.8  ,N/A  ,,0.16m,0.12m,0.03m,,0.01m,16th Nov 10  ,
237,10238,Marble Saga: Kororinpa,Wii,Konami  ,Hudson Soft  ,7.8  ,7.4  ,N/A  ,,0.16m,0.09m,0.05m,0.00m,0.01m,17th Mar 09  ,
240,10241,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,Activision  ,Shaba Games  ,N/A  ,7.7  ,N/A  ,,0.16m,0.12m,0.02m,,0.02m,21st Oct 08  ,
269,10270,Fatal Frame II: Crimson Butterfly,PS2,Tecmo  ,Tecmo  ,N/A  ,7.8  ,N/A  ,,0.16m,0.08m,0.06m,,0.02m,10th Dec 03  ,
273,10274,Bulletstorm,PC,Electronic Arts  ,People Can Fly  ,N/A  ,8.7  ,N/A  ,,0.16m,0.07m,0.08m,,0.02m,22nd Feb 11  ,
274,10275,Just Cause 3,PC,Square Enix  ,Avalanche Studios  ,N/A  ,7.6  ,N/A  ,,0.16m,0.03m,0.12m,,0.01m,01st Dec 15  ,04th Apr 18
284,10285,The Incredibles: Rise of the Underminer,GC,THQ  ,Heavy Iron Studios  ,N/A  ,6.7  ,N/A  ,,0.16m,0.12m,0.03m,,0.00m,01st Nov 05  ,
286,10287,Alone in the Dark: The New Nightmare,PS,Infogrames  ,Darkworks  ,N/A  ,7.2  ,N/A  ,,0.16m,0.09m,0.06m,,0.01m,18th Jun 01  ,
289,10290,The King of Fighters XII,PS3,Ignition Entertainment  ,SNK Playmore Corporation  ,N/A  ,6.0  ,N/A  ,,0.16m,0.11m,0.01m,0.03m,0.01m,28th Jul 09  ,
294,10295,Sid Meier's Pirates!,Wii,2K Games  ,Firaxis Games  ,N/A  ,6.5  ,N/A  ,,0.16m,0.13m,0.02m,,0.01m,05th Oct 10  ,
303,10304,Eragon,DS,Sierra Entertainment  ,Amaze Entertainment  ,N/A  ,6.8  ,N/A  ,,0.16m,0.13m,0.02m,,0.01m,14th Nov 06  ,
308,10309,World Series of Poker: Tournament of Champions 2007 Edition,X360,Activision  ,Left Field Productions  ,N/A  ,6.9  ,N/A  ,,0.16m,0.15m,0.00m,,0.01m,21st Sep 06  ,
310,10311,Klonoa,Wii,Namco Bandai  ,Paon Corporation  ,7.2  ,7.6  ,N/A  ,,0.16m,0.10m,0.02m,0.03m,0.01m,05th May 09  ,
313,10314,Ready 2 Rumble Revolution,Wii,Atari  ,10tacle Studios AG  ,N/A  ,3.1  ,N/A  ,,0.16m,0.15m,0.00m,,0.01m,17th Mar 09  ,
316,10317,Culdcept SAGA,X360,Namco Bandai  ,OmiyaSoft  ,N/A  ,7.7  ,N/A  ,,0.16m,0.12m,,0.03m,0.01m,05th Feb 08  ,
320,10321,Innocent Life: A Futuristic Harvest Moon,PSP,Natsume  ,ArtePiazza  ,N/A  ,6.5  ,N/A  ,,0.16m,0.08m,0.03m,0.03m,0.02m,15th May 07  ,
323,10324,Asteroids Hyper 64,N64,Crave Entertainment  ,Syrox Developments  ,N/A  ,5.6  ,N/A  ,,0.16m,0.13m,0.03m,,0.00m,14th Dec 99  ,
324,10325,Buck Bumble,N64,Ubisoft  ,Argonaut Games  ,N/A  ,6.8  ,N/A  ,,0.16m,0.13m,0.03m,,0.00m,30th Sep 98  ,
331,10332,Starcraft 64,N64,Nintendo  ,Mass Media  ,N/A  ,8.0  ,N/A  ,,0.16m,0.13m,0.03m,,0.00m,13th Jun 00  ,
344,10345,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,Namco Bandai  ,CyberConnect2  ,N/A  ,6.2  ,N/A  ,,0.16m,0.14m,0.00m,,0.01m,24th Jun 08  ,
347,10348,Blitz: The League,X360,Midway Games  ,Midway Games  ,N/A  ,6.5  ,N/A  ,,0.16m,0.15m,0.00m,,0.01m,13th Nov 06  ,
351,10352,Ghost in the Shell: Stand Alone Complex,PS2,Bandai  ,Cavia Inc.  ,N/A  ,6.6  ,N/A  ,,0.16m,0.08m,0.06m,,0.02m,08th Nov 04  ,
352,10353,Pillars of Eternity,PS4,Paradox Interactive   ,Obsidian Entertainment  ,N/A  ,8.3  ,N/A  ,,0.16m,0.11m,0.02m,,0.03m,29th Aug 17  ,15th Apr 18
354,10355,TNA iMPACT!,Wii,Midway Games  ,Midway Studios Los Angeles  ,4.9  ,5.3  ,N/A  ,,0.16m,0.14m,0.01m,,0.01m,16th Sep 08  ,
358,10359,Scarface: Money. Power. Respect.,PSP,Sierra Entertainment  ,Radical Entertainment  ,N/A  ,6.4  ,N/A  ,,0.16m,0.15m,0.00m,,0.01m,08th Oct 06  ,
362,10363,Custom Robo Arena,DS,Nintendo  ,Noise Inc.  ,N/A  ,7.4  ,N/A  ,,0.16m,0.01m,0.02m,0.12m,0.00m,19th Mar 07  ,
372,10373,Sid Meier's Civilization IV,PC,2K Games  ,Firaxis Games  ,N/A  ,9.4  ,N/A  ,,0.16m,0.02m,0.12m,,0.02m,25th Oct 05  ,
374,10375,Shaun White Skateboarding,X360,Ubisoft  ,Ubisoft Montreal  ,N/A  ,6.1  ,N/A  ,,0.16m,0.10m,0.05m,,0.01m,24th Oct 10  ,
376,10377,Konami Krazy Racers,GBA,Konami  ,KCEK  ,N/A  ,7.7  ,N/A  ,,0.16m,0.09m,0.03m,0.04m,0.00m,10th Jun 01  ,
380,10381,F-Zero: GP Legend,GBA,Nintendo  ,Suzak  ,N/A  ,7.1  ,N/A  ,,0.16m,0.11m,0.04m,,0.00m,20th Sep 04  ,
382,10383,Field Commander,PSP,Sony Online Entertainment  ,Sony Online Entertainment  ,N/A  ,7.7  ,N/A  ,,0.16m,0.14m,0.00m,,0.01m,23rd May 06  ,
385,10386,NBA 2K12,PC,2K Sports  ,Visual Concepts  ,N/A  ,8.5  ,N/A  ,,0.16m,0.09m,0.05m,,0.02m,04th Oct 11  ,
392,10393,Dragon Ball: Origins 2,DS,Namco Bandai  ,Game Republic  ,N/A  ,6.9  ,N/A  ,,0.16m,0.05m,0.02m,0.08m,0.01m,22nd Jun 10  ,
404,10405,James Noir's Hollywood Crimes,3DS,Ubisoft  ,Ubisoft  ,N/A  ,7.0  ,N/A  ,,0.16m,0.07m,0.07m,,0.01m,01st Nov 11  ,
